item_id,timestamp,target_value
1,2000-06-01,91.0406
1,2000-07-01,95.9957
1,2000-08-01,99.3704
1,2000-09-01,90.9178
1,2000-10-01,83.1408
1,2000-11-01,88.041
1,2000-12-01,102.4558
1,2001-01-01,109.1081
1,2001-02-01,97.1717
1,2001-03-01,92.8283
1,2001-04-01,82.915
1,2001-05-01,82.5465
1,2001-06-01,90.3955
1,2001-07-01,96.074
1,2001-08-01,99.5534
1,2001-09-01,88.281
1,2001-10-01,82.686
1,2001-11-01,82.9319
1,2001-12-01,93.0381
1,2002-01-01,102.9955
1,2002-02-01,95.2075
1,2002-03-01,93.2556
1,2002-04-01,85.795
1,2002-05-01,85.2351
1,2002-06-01,93.1896
1,2002-07-01,102.393
1,2002-08-01,101.6293
1,2002-09-01,93.3089
1,2002-10-01,86.9002
1,2002-11-01,88.5749
1,2002-12-01,100.8003
1,2003-01-01,110.1807
1,2003-02-01,103.8413
1,2003-03-01,94.5532
1,2003-04-01,85.062
1,2003-05-01,85.4653
1,2003-06-01,91.0761
1,2003-07-01,102.22
1,2003-08-01,104.4682
1,2003-09-01,92.9135
1,2003-10-01,86.5047
1,2003-11-01,88.5735
1,2003-12-01,103.5428
1,2004-01-01,113.7226
1,2004-02-01,106.159
1,2004-03-01,95.4029
1,2004-04-01,86.7233
1,2004-05-01,89.0302
1,2004-06-01,95.5045
1,2004-07-01,101.7948
1,2004-08-01,100.2025
1,2004-09-01,94.024
1,2004-10-01,87.5262
1,2004-11-01,89.6144
1,2004-12-01,105.7263
1,2005-01-01,111.1614
1,2005-02-01,101.7795
1,2005-03-01,98.9565
1,2005-04-01,86.4776
1,2005-05-01,87.2234
1,2005-06-01,99.5076
1,2005-07-01,108.3501
1,2005-08-01,109.4862
1,2005-09-01,99.1155
1,2005-10-01,89.7567
1,2005-11-01,90.4587
1,2005-12-01,108.2257
1,2006-01-01,104.4724
1,2006-02-01,101.5196
1,2006-03-01,98.4017
1,2006-04-01,87.5093
1,2006-05-01,90.0222
1,2006-06-01,100.5244
1,2006-07-01,110.9503
1,2006-08-01,111.5192
1,2006-09-01,95.7632
1,2006-10-01,90.3738
1,2006-11-01,92.3566
1,2006-12-01,103.066
1,2007-01-01,112.0576
1,2007-02-01,111.8399
1,2007-03-01,99.1925
1,2007-04-01,90.8177
1,2007-05-01,92.0587
1,2007-06-01,100.9676
1,2007-07-01,107.5686
1,2007-08-01,114.1036
1,2007-09-01,101.5316
1,2007-10-01,93.0068
1,2007-11-01,93.9126
1,2007-12-01,106.7528
1,2008-01-01,114.8331
1,2008-02-01,108.2353
1,2008-03-01,100.4386
1,2008-04-01,90.9944
1,2008-05-01,91.2348
1,2008-06-01,103.9581
1,2008-07-01,110.7631
1,2008-08-01,107.5665
1,2008-09-01,97.7183
1,2008-10-01,90.9979
1,2008-11-01,93.8057
1,2008-12-01,109.4221
1,2009-01-01,116.8316
1,2009-02-01,104.4202
1,2009-03-01,97.8529
1,2009-04-01,88.1973
1,2009-05-01,87.5366
1,2009-06-01,97.2387
1,2009-07-01,103.9086
1,2009-08-01,105.7486
1,2009-09-01,94.8823
1,2009-10-01,89.2977
1,2009-11-01,89.3585
1,2009-12-01,110.6844
1,2010-01-01,119.0166
1,2010-02-01,110.533
1,2010-03-01,98.2672
1,2010-04-01,86.3
1,2010-05-01,90.8364
1,2010-06-01,104.3538
1,2010-07-01,112.8066
1,2010-08-01,112.9014
1,2010-09-01,100.1209
1,2010-10-01,88.9251
1,2010-11-01,92.775
1,2010-12-01,114.3266
1,2011-01-01,119.488
1,2011-02-01,107.3753
1,2011-03-01,99.1028
1,2011-04-01,89.3583
1,2011-05-01,90.0698
1,2011-06-01,102.8204
1,2011-07-01,114.7068
1,2011-08-01,113.5958
1,2011-09-01,99.4712
1,2011-10-01,90.3566
1,2011-11-01,93.8095
1,2011-12-01,107.3312
1,2012-01-01,111.9646
1,2012-02-01,103.3679
1,2012-03-01,93.5772
1,2012-04-01,87.5566
1,2012-05-01,92.7603
1,2012-06-01,101.14
1,2012-07-01,113.0357
1,2012-08-01,109.8601
1,2012-09-01,96.7431
1,2012-10-01,90.3805
1,2012-11-01,94.3417
1,2012-12-01,105.2722
1,2013-01-01,115.501
1,2013-02-01,106.734
1,2013-03-01,102.9948
1,2013-04-01,91.0092
1,2013-05-01,90.9634
1,2013-06-01,100.6957
1,2013-07-01,110.148
1,2013-08-01,108.1756
1,2013-09-01,99.2809
1,2013-10-01,91.7871
1,2013-11-01,97.2853
1,2013-12-01,113.4732
1,2014-01-01,124.2549
1,2014-02-01,112.8811
1,2014-03-01,104.7631
1,2014-04-01,90.2867
1,2014-05-01,92.134
1,2014-06-01,101.878
1,2014-07-01,108.5497
1,2014-08-01,108.194
1,2014-09-01,100.4172
1,2014-10-01,92.3837
1,2014-11-01,99.7033
1,2014-12-01,109.3477
1,2015-01-01,120.2696
1,2015-02-01,116.3788
1,2015-03-01,104.4706
1,2015-04-01,89.7461
1,2015-05-01,91.093
1,2015-06-01,102.6495
1,2015-07-01,111.6354
1,2015-08-01,110.5925
1,2015-09-01,101.9204
1,2015-10-01,91.5959
1,2015-11-01,93.0628
1,2015-12-01,103.2203
1,2016-01-01,117.0837
1,2016-02-01,106.6688
1,2016-03-01,95.3548
1,2016-04-01,89.3254
1,2016-05-01,90.7369
1,2016-06-01,104.0375
1,2016-07-01,114.5397
1,2016-08-01,115.5159
1,2016-09-01,102.7637
1,2016-10-01,91.4867
1,2016-11-01,92.89
1,2016-12-01,112.7694
1,2017-01-01,114.8505
1,2017-02-01,99.4901
1,2017-03-01,101.0396
1,2017-04-01,88.353
1,2017-05-01,92.0805
1,2017-06-01,102.1532
1,2017-07-01,112.1538
1,2017-08-01,108.9312
1,2017-09-01,98.6154
1,2017-10-01,93.6137
1,2017-11-01,97.3359
1,2017-12-01,114.7212
1,2018-01-01,129.4048
